OTU ID	taxonomy	taxid	AH	CP	EP	TB
146853	sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae	224464	1.0	0.0	0.0	0.0
147727	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	41297	4.0	1.0	4.0	3.0
148005	sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter	120831	0.0	1.0	0.0	0.0
151898	sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	29	3.0	1.0	0.0	0.0
152476	sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae	89374	2.0	0.0	0.0	0.0
157542	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium	43668	0.0	0.0	0.0	6.0
157877	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Actinotalea	458839	0.0	0.0	1.0	0.0
158717	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	204458	1.0	0.0	0.0	0.0
158827	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	1060	1.0	0.0	0.0	0.0
159248	sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__Candidatus_Saccharimonas	1331051	0.0	0.0	1.0	1.0
159780	sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Persicitalea	442431	0.0	2.0	0.0	0.0
164636	sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales	1706369	1.0	0.0	0.0	0.0
165034	sk__Eukaryota;k__Metazoa	33208	0.0	1.0	1.0	0.0
166795	sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	186817	0.0	0.0	0.0	8.0
166810	sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Microscillaceae	1937962	6.0	0.0	0.0	0.0
167366	sk__Bacteria;k__;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae	666507	0.0	0.0	1.0	0.0
167520	sk__Bacteria;k__;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter	1748767	0.0	0.0	1.0	0.0
168472	sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae	1775411	7.0	0.0	0.0	0.0
169597	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	85006	1.0	1.0	1.0	8.0
170329	sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	118969	1.0	0.0	0.0	0.0
172563	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae	85015	0.0	0.0	0.0	3.0
172579	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Ornithinimicrobium	125287	0.0	0.0	0.0	2.0
172918	sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa_kalamazoonesis	861299	1.0	0.0	0.0	0.0
173140	sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__Sandaracinus	1055688	0.0	1.0	0.0	0.0
173867	sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas	490567	3.0	0.0	0.0	1.0
173872	sk__Bacteria;k__;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter	398041	4.0	0.0	1.0	0.0
174125	sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	219686	0.0	0.0	0.0	1.0
174348	sk__Bacteria;k__;p__Chloroflexi	200795	4.0	0.0	3.0	5.0
174826	sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales	2691356	0.0	0.0	1.0	0.0
175458	sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	200666	3.0	4.0	0.0	0.0
176474	sk__Eukaryota;k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales	5185	2.0	0.0	0.0	0.0
176861	sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	768507	1.0	0.0	0.0	3.0
177097	sk__Eukaryota;k__;p__;c__Chrysophyceae	2825	1.0	1.0	0.0	0.0
179740	sk__Archaea;k__;p__Euryarchaeota;c__Thermoplasmata	183967	4.0	0.0	0.0	0.0
181402	sk__Eukaryota;k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae	5186	1.0	0.0	0.0	0.0
181806	sk__Bacteria;k__;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Cnuella	1648511	1.0	0.0	0.0	0.0
182595	sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes	507	0.0	1.0	0.0	0.0
184378	sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	171550	0.0	2.0	0.0	0.0
184797	sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium-like_sp._oral_clone_AZ123	163555	0.0	1.0	0.0	0.0
185025	sk__Bacteria;k__;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae	225058	0.0	0.0	1.0	0.0
185032	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Citricoccus	169133	0.0	0.0	0.0	1.0
186210	sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	468	0.0	0.0	0.0	1.0
186425	sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas	83614	1.0	0.0	0.0	2.0
187899	sk__Bacteria;k__;p__Armatimonadetes	67819	2.0	0.0	0.0	0.0
189899	sk__Eukaryota;k__;p__Cercozoa	136419	1.0	0.0	1.0	0.0
193496	sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	816	1.0	1.0	0.0	0.0
194608	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae	85021	0.0	0.0	0.0	2.0
194847	sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter_pocheonensis	485590	1.0	0.0	0.0	1.0
195737	sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	506	0.0	1.0	0.0	3.0
196428	sk__Bacteria;k__;p__Firmicutes	1239	0.0	0.0	1.0	6.0
197365	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter	1663	0.0	0.0	0.0	4.0
197502	sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter	323449	2.0	0.0	1.0	7.0
197704	sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	80840	10.0	4.0	1.0	9.0
197821	sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	84566	9.0	1.0	0.0	6.0
200154	sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes	147541	0.0	0.0	1.0	1.0
202275	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium	295418	2.0	0.0	0.0	0.0
202903	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	335928	4.0	0.0	0.0	0.0
203551	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas	125216	1.0	0.0	0.0	0.0
203944	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales	85009	1.0	0.0	1.0	0.0
207002	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agrococcus	46352	0.0	0.0	1.0	3.0
207755	sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	75682	0.0	0.0	1.0	3.0
209232	sk__Eukaryota;k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida	6236	1.0	1.0	0.0	0.0
209705	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus	38501	0.0	0.0	1.0	0.0
211287	sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter	518753	1.0	2.0	0.0	0.0
211645	sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Cellvibrio	10	2.0	0.0	0.0	0.0
214903	sk__Bacteria;k__;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Parasegetibacter	1004302	2.0	0.0	0.0	0.0
215775	sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus	227979	0.0	0.0	0.0	1.0
216545	sk__Bacteria;k__;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia	467975	0.0	0.0	2.0	1.0
217895	sk__Bacteria;k__;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales	1771349	3.0	0.0	1.0	1.0
218704	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingoaurantiacus	1738651	1.0	0.0	0.0	0.0
218943	sk__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Fabales	72025	0.0	0.0	0.0	1.0
219365	sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	135618	0.0	0.0	0.0	1.0
219436	sk__Bacteria;k__;p__Gemmatimonadetes	142182	0.0	0.0	0.0	1.0
220093	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium	33882	2.0	0.0	1.0	2.0
220170	sk__Archaea;k__;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae	1033997	0.0	0.0	0.0	3.0
220917	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus	265	0.0	0.0	0.0	1.0
222212	sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus	246875	3.0	0.0	0.0	0.0
223669	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	31989	3.0	1.0	1.0	0.0
223828	sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales	186802	1.0	0.0	1.0	0.0
225451	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus	72763	0.0	0.0	0.0	1.0
225602	sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	80864	1.0	0.0	0.0	1.0
225942	sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga	978	2.0	3.0	0.0	0.0
226992	sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata	113	2.0	0.0	0.0	0.0
229412	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	204441	1.0	0.0	0.0	0.0
229700	sk__Eukaryota;k__Fungi;p__Ascomycota	4890	3.0	0.0	0.0	6.0
230588	sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	92860	1.0	0.0	1.0	2.0
231658	sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales	2024979	1.0	0.0	0.0	0.0
231904	sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	32003	1.0	0.0	0.0	1.0
233479	sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	186818	0.0	0.0	0.0	5.0
233822	sk__Bacteria;k__;p__Candidatus_Saccharibacteria	95818	17.0	0.0	3.0	0.0
234932	sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	76892	3.0	1.0	1.0	3.0
235438	sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter	346096	0.0	2.0	0.0	0.0
236210	sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae	85023	2.0	0.0	0.0	4.0
237651	sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	48461	0.0	1.0	0.0	0.0
